client,date_of_purchase,units,price_per_unit,payment_method,payment_hour,country
Beiersdorf,2023-10-31,78,84.87,cash,19:26,Denmark
BT Group,2023-01-13,45,46.05,debit_card,21:58,Netherlands
Associated British Foods,2023-08-25,91,26.61,cash,21:49,Greece
Anglo American,2023-05-08,100,40.3,cash,13:56,Finland
AMS AG,2023-05-17,77,190.94,debit_card,03:26,Belgium
CRH plc,2023-02-13,16,298.83,cash,00:01,Latvia
Persimmon plc,2023-09-08,52,29.49,cash,08:42,Vatican City
KBC Group,2023-09-19,18,210.49,credit_card,19:36,United Kingdom
EDF Energy,2023-01-28,32,38.74,cash,02:39,North Macedonia
Relx Group,2023-11-27,37,47.05,cash,13:53,Andorra
Vestas,2023-11-06,53,243.47,debit_card,12:13,Slovenia
Admiral Group,2023-05-01,84,89.78,credit_card,21:06,Liechtenstein
Land Securities,2023-10-24,18,236.04,credit_card,05:24,Netherlands
Intesa Sanpaolo,2023-10-20,87,34.02,debit_card,22:46,Estonia
Kingfisher plc,2023-12-07,5,157.05,cash,11:34,Belarus
Bord na Móna,2023-08-16,50,158.93,credit_card,09:15,North Macedonia
Ballast Nedam,2023-08-24,17,62.06,debit_card,00:14,France
Melrose Industries,2023-12-24,46,223.93,credit_card,04:12,Netherlands
RSA Insurance Group,2023-01-04,95,57.65,cash,13:44,Hungary
Capgemini,2023-06-15,57,181.71,cash,07:22,Finland
Wärtsilä,2023-01-02,80,69.21,credit_card,10:24,Norway
Unite Group,2023-03-19,46,294.45,cash,13:01,Iceland
Porsche,2023-08-25,10,118.77,cash,00:19,Norway
National Grid,2023-11-15,26,298.11,debit_card,19:39,Estonia
Straumann,2023-04-23,2,245.97,debit_card,07:19,Italy
Mapfre,2023-12-01,64,225.39,cash,22:25,Bosnia and Herzegovina
Fiat,2023-11-28,71,163.65,debit_card,15:23,Andorra
Moncler,2023-07-17,26,187.63,credit_card,10:59,France
GlaxoSmithKline,2023-02-01,23,170.02,credit_card,21:31,Estonia
Vattenfall,2023-03-13,57,262.47,cash,11:44,Bulgaria
Credit Suisse,2023-12-26,25,41.12,cash,12:22,Cyprus
British American Tobacco,2023-08-29,20,217.37,debit_card,09:56,Czech Republic
Novartis,2023-04-04,90,58.9,debit_card,11:13,Monaco
Unilever,2023-04-05,77,54.88,credit_card,06:20,Luxembourg
Kuehne + Nagel,2023-03-24,52,174.72,cash,09:54,Belgium
Paddy Power Betfair,2023-01-25,75,70.35,cash,00:39,Hungary
Umicore,2023-05-29,35,132.74,cash,02:34,Ireland
William Hill,2023-04-12,2,297.22,credit_card,16:23,Serbia
AkzoNobel,2023-05-15,89,153.9,cash,10:01,Bulgaria
Pirelli,2023-11-07,17,268.28,credit_card,15:56,Malta
Galenica,2023-12-19,25,35.22,credit_card,05:41,Denmark
JD Wetherspoon,2023-12-10,82,238.96,credit_card,03:00,Norway
Aena,2023-04-01,65,267.22,debit_card,07:29,Ukraine
Boliden,2023-06-10,66,67.85,credit_card,19:30,Czech Republic
Sainsbury's,2023-11-17,12,246.46,cash,01:27,Italy
Bae Systems,2023-04-13,58,57.43,credit_card,10:36,Malta
KBC Group,2023-11-20,9,271.34,debit_card,23:36,North Macedonia
Kering,2023-10-18,1,131.82,credit_card,10:21,Bosnia and Herzegovina
Glencore,2023-01-01,94,263.1,debit_card,02:14,Belgium
Bunzl,2023-04-11,11,74.97,debit_card,09:33,Slovakia
Associated British Foods,2023-05-23,18,258.97,credit_card,20:02,Slovakia
Gas Natural,2023-07-02,92,24.2,credit_card,07:01,Sweden
Koninklijke Philips,2023-09-25,21,65.49,cash,15:39,Belgium
Skanska,2023-03-06,70,237.69,cash,09:56,Vatican City
CBRE Group,2023-10-11,63,80.45,debit_card,07:46,Lithuania
Flutter Entertainment,2023-08-13,51,10.27,credit_card,08:40,France
Renault,2023-02-23,25,159.24,cash,08:19,Ireland
St. James's Place plc,2023-06-18,50,126.92,cash,18:57,Poland
Andritz AG,2023-05-17,85,199.59,cash,13:47,Switzerland
British American Tobacco,2023-10-30,11,111.06,debit_card,15:34,Luxembourg
Tele2,2023-12-26,52,203.51,credit_card,20:37,Hungary
Nordea,2023-01-05,6,206.68,cash,14:53,Andorra
Tesco,2023-12-03,48,195.67,cash,12:02,North Macedonia
Bawag Group,2023-01-26,10,189.11,credit_card,05:02,Spain
Kerry Group,2023-03-11,24,218.67,cash,22:32,Croatia
Electrolux,2023-12-25,24,182.93,credit_card,21:53,Germany
Just Eat Takeaway,2023-04-20,43,21.88,credit_card,04:29,Monaco
Tesco,2023-11-01,51,26.81,debit_card,03:35,Poland
Royal Dutch Shell,2023-06-23,45,71.8,debit_card,06:32,Ireland
Next,2023-06-17,12,251.64,credit_card,20:39,France
Carlsberg,2023-06-21,39,63.3,debit_card,14:18,Cyprus
A.P. Møller – Mærsk,2023-03-12,25,237.17,debit_card,03:38,Hungary
Scottish Mortgage Investment Trust,2023-03-07,16,127.63,debit_card,15:39,Czech Republic
Sacyr,2023-04-19,44,144.91,credit_card,15:08,Netherlands
Kerry Group,2023-03-31,100,224.07,debit_card,22:02,Switzerland
Aviva,2023-10-02,84,39.37,credit_card,06:28,Serbia
Enel,2023-03-30,11,177.27,debit_card,20:12,Monaco
Fortum,2023-11-18,23,243.39,debit_card,16:44,Czech Republic
Acerinox,2023-09-22,60,288.81,debit_card,17:19,Portugal
Burberry,2023-09-17,48,298.0,credit_card,09:41,Luxembourg
Neste,2023-05-24,66,216.78,cash,08:44,Ukraine
Equinor,2023-12-22,94,297.22,debit_card,19:40,Estonia
Wolseley,2023-02-12,67,40.82,cash,08:06,Estonia
Inditex,2023-08-02,79,132.91,credit_card,23:13,Vatican City
Severn Trent,2023-09-04,42,281.72,cash,14:50,Estonia
London Stock Exchange Group,2023-01-09,19,63.79,debit_card,06:43,Iceland
Tesco,2023-12-20,74,287.05,cash,02:58,Kosovo
Repsol,2023-03-16,9,86.76,cash,03:46,Poland
Daimler,2023-09-10,91,85.27,credit_card,12:49,Slovakia
METRO AG,2023-02-23,14,124.91,credit_card,08:48,United Kingdom
Nokia,2023-12-11,84,267.8,cash,14:37,Bulgaria
Acerinox,2023-08-05,61,274.23,debit_card,09:07,Andorra
Wolseley,2023-03-06,77,260.49,debit_card,18:18,Greece
Fresnillo,2023-03-12,15,271.79,debit_card,20:34,Hungary
Telia Company,2023-08-22,43,288.84,cash,15:51,Albania
Electrolux,2023-04-03,73,12.71,debit_card,09:56,Belgium
EasyJet,2023-11-21,60,157.78,debit_card,12:07,Andorra
Siemens,2023-01-25,46,183.8,credit_card,22:28,Malta
Prudential,2023-08-11,76,241.34,debit_card,05:52,Spain
Kone,2023-02-10,30,23.23,cash,14:13,Cyprus
CRH plc,2023-11-10,15,299.64,credit_card,00:49,Germany
Schroders,2023-02-16,83,146.62,credit_card,21:12,Germany
Clariant,2023-09-18,77,251.3,credit_card,08:41,Cyprus
Centrica,2023-03-03,32,34.19,credit_card,16:23,Bulgaria
Grifols,2023-10-28,96,13.58,debit_card,02:17,Sweden
Assa Abloy,2023-07-21,28,288.51,cash,16:56,Vatican City
UBS,2023-03-18,74,136.17,debit_card,17:15,Andorra
Reckitt Benckiser,2023-02-21,48,58.96,credit_card,07:08,Greece
Stora Enso,2023-02-26,89,147.2,credit_card,05:15,Sweden
Airbus,2023-12-11,17,241.72,credit_card,16:41,Netherlands
Moncler,2023-09-17,88,65.71,debit_card,03:03,Italy
Land Securities,2023-04-08,31,81.44,credit_card,02:06,United Kingdom
Michelin,2023-06-27,57,110.29,cash,18:42,Albania
Auto Trader Group,2023-01-23,60,111.36,credit_card,17:59,Vatican City
Nestlé,2023-01-13,17,206.33,credit_card,18:42,San Marino
Nokia,2023-10-21,64,255.15,cash,11:08,Liechtenstein
Mediaset España,2023-04-05,30,234.9,cash,11:18,Malta
Admiral Group,2023-11-08,22,160.52,credit_card,19:43,Liechtenstein
Telia Company,2023-08-17,50,265.84,credit_card,16:52,Monaco
Porsche SE,2023-07-31,74,125.65,debit_card,20:16,France
CRH plc,2023-06-03,79,175.45,cash,16:41,Iceland
SKF,2023-03-10,98,248.77,credit_card,07:35,Cyprus
Taylor Wimpey,2023-08-11,4,86.75,credit_card,09:03,Spain
Just Eat Takeaway,2023-01-28,63,17.53,debit_card,01:15,Montenegro
Standard Chartered,2023-06-08,33,101.39,debit_card,12:44,Lithuania
BBVA,2023-02-25,92,289.85,credit_card,18:00,Poland
Evraz,2023-04-18,89,193.08,cash,19:55,Andorra
Nestlé,2023-01-11,47,52.72,debit_card,01:36,Greece
Vidrala,2023-07-07,29,48.96,debit_card,16:23,Denmark
CRH plc,2023-06-29,43,237.28,credit_card,08:39,Poland
Compass Group,2023-01-23,32,98.8,credit_card,06:21,Germany
Electrolux,2023-07-07,97,285.34,credit_card,02:30,San Marino
Galenica,2023-03-03,46,99.29,debit_card,18:41,Italy
Publicis Groupe,2023-08-13,22,25.72,credit_card,04:23,Spain
Telefónica,2023-02-27,93,83.72,debit_card,16:34,Denmark
Storebrand,2023-04-21,57,173.41,cash,10:06,Cyprus
Sonova,2023-10-10,64,284.56,credit_card,22:24,Albania
Bpost,2023-03-07,16,164.54,cash,03:13,Portugal
Great Portland Estates,2023-11-18,88,219.28,credit_card,12:47,Poland
Tesco,2023-09-30,71,71.56,credit_card,01:59,Moldova
Deutsche Börse,2023-11-24,75,187.97,cash,12:41,Finland
EDF Energy,2023-10-25,42,122.52,debit_card,08:49,Malta
Stora Enso,2023-12-18,42,239.31,debit_card,10:46,Austria
Securitas AB,2023-05-25,49,64.78,cash,23:20,Croatia
Yara International,2023-06-03,44,143.19,cash,21:53,North Macedonia
Whitbread,2023-09-09,81,81.34,cash,04:43,Switzerland
Storebrand,2023-04-26,74,240.91,cash,03:35,Netherlands
Sage Group,2023-06-30,45,253.18,cash,12:53,Liechtenstein
CBRE Group,2023-06-11,15,210.0,debit_card,17:21,Vatican City
DSM,2023-01-15,88,176.23,cash,03:26,Sweden
BAE Systems,2023-01-09,5,25.99,debit_card,18:42,Slovenia
LafargeHolcim,2023-01-14,36,128.86,credit_card,00:35,Liechtenstein
ABB,2023-07-16,1,103.07,credit_card,01:52,Slovenia
K+S AG,2023-08-11,96,296.2,cash,21:35,Ireland
Maersk,2023-11-18,25,156.24,cash,23:17,Ireland
Legal & General,2023-12-25,93,127.42,credit_card,03:09,North Macedonia
Atlas Copco,2023-11-27,32,70.36,cash,08:54,Albania
National Grid,2023-05-12,43,266.36,debit_card,07:06,France
Vienna Insurance Group,2023-03-03,14,142.34,cash,05:01,Belarus
Sainsbury's,2023-11-11,43,196.7,credit_card,14:04,North Macedonia
Allianz,2023-10-14,37,17.62,cash,01:37,Belarus
Sonova,2023-04-04,53,67.59,debit_card,17:43,Italy
Lonza Group,2023-07-30,89,250.29,credit_card,17:34,Malta
Knight Frank,2023-06-04,89,225.65,debit_card,07:36,San Marino
Barratt Developments,2023-09-25,14,93.98,credit_card,09:21,Slovakia
WPP plc,2023-09-06,91,78.5,cash,02:58,Belarus
Eni,2023-01-21,30,263.81,cash,06:00,Finland
Fugro,2023-07-24,53,170.02,cash,18:29,Lithuania
Beiersdorf,2023-07-21,69,258.98,credit_card,02:45,Sweden
Prada,2023-04-02,80,154.44,credit_card,13:53,Croatia
Holcim,2023-01-31,100,211.59,cash,00:20,Italy
Vidrala,2023-08-01,99,136.42,cash,01:13,Slovakia
Novartis,2023-07-02,13,26.91,debit_card,00:04,Andorra
Clariant,2023-08-01,44,277.58,cash,21:47,Hungary
M&G,2023-07-10,15,176.18,debit_card,02:34,Slovenia
Argenta,2023-07-03,58,129.59,cash,06:05,Estonia
Tryg,2023-01-27,57,67.49,debit_card,05:45,Iceland
Prudential,2023-08-20,14,261.52,credit_card,00:00,Portugal
Ørsted,2023-10-04,20,167.63,cash,16:47,Latvia
Holcim,2023-04-15,1,109.92,credit_card,22:17,Ukraine
EssilorLuxottica,2023-10-25,77,108.7,credit_card,15:39,Ukraine
Orange,2023-04-04,28,62.67,cash,13:52,Montenegro
Sainsbury's,2023-01-14,56,20.29,credit_card,08:07,Germany
Umicore,2023-12-18,3,169.52,credit_card,13:02,Netherlands
British American Tobacco,2023-08-09,26,127.0,debit_card,01:18,Switzerland
Adecco Group,2023-09-30,6,64.08,cash,04:47,Germany
Hikma Pharmaceuticals,2023-03-16,46,68.36,cash,19:30,Albania
Alfa Laval,2023-10-17,36,299.22,credit_card,16:02,France
Melrose Industries,2023-01-13,95,218.52,credit_card,17:52,Portugal
Capgemini,2023-04-30,77,180.84,debit_card,06:56,Croatia
Prudential,2023-08-10,71,25.15,debit_card,09:04,Andorra
Blackstone Group,2023-09-19,33,199.78,cash,18:16,Estonia
Experian,2023-02-01,44,179.38,debit_card,00:41,Spain
Kerry Group,2023-04-11,14,296.97,debit_card,06:04,Croatia
Nordea,2023-04-17,90,175.23,debit_card,02:29,Greece
Compass Group,2023-07-12,30,260.23,debit_card,04:57,Greece
Strabag,2023-06-26,90,241.24,credit_card,17:56,Kosovo
Novozymes,2023-11-15,81,49.47,credit_card,23:32,Kosovo
Safran,2023-04-23,79,214.26,cash,02:01,Switzerland
Flutter Entertainment,2023-03-30,90,44.76,cash,04:47,Italy
Galenica,2023-06-23,35,286.91,credit_card,09:23,Denmark
Galenica,2023-11-05,39,36.62,cash,15:59,Monaco
TomTom,2023-05-03,28,286.24,cash,09:54,Spain
Abertis,2023-11-10,94,258.7,credit_card,05:29,Romania
Recticel,2023-02-27,31,275.47,credit_card,06:37,Spain
Royal BAM Group,2023-02-14,64,217.68,credit_card,22:21,Romania
CBRE Group,2023-01-20,52,108.87,credit_card,14:58,Denmark
Pearson plc,2023-03-02,72,203.54,debit_card,23:37,Greece
RELX,2023-11-27,48,176.61,debit_card,05:37,Poland
Strabag,2023-02-08,56,84.33,debit_card,20:33,Croatia
CRH plc,2023-07-22,100,174.78,debit_card,17:55,Switzerland
Hikma Pharmaceuticals,2023-01-26,74,156.49,credit_card,19:28,Luxembourg
BASF,2023-03-22,3,23.47,debit_card,00:57,Greece
Barclays,2023-11-05,88,21.06,cash,14:57,Lithuania
Ryanair,2023-01-10,52,194.38,credit_card,04:33,Malta
Severn Trent,2023-05-14,79,222.24,credit_card,11:28,Kosovo
SAP,2023-11-07,36,218.65,debit_card,11:36,San Marino
InterContinental Hotels Group,2023-11-19,66,287.39,credit_card,07:02,Lithuania
BP,2023-04-05,48,102.09,cash,07:52,Hungary
Eni,2023-03-20,14,183.11,credit_card,00:29,Kosovo
Sandvik,2023-11-03,72,143.52,credit_card,23:16,Italy
Puma,2023-05-31,43,177.53,cash,18:14,Iceland
Securitas AB,2023-08-05,27,163.38,cash,00:05,Sweden
STMicroelectronics,2023-03-17,19,70.19,cash,18:52,Romania
Coloplast,2023-02-12,96,164.88,credit_card,23:12,Ireland
Alstom,2023-09-11,60,156.95,cash,12:03,Estonia
Engie,2023-07-27,34,159.18,cash,11:00,Lithuania
Betsson,2023-03-05,2,74.29,credit_card,20:41,Slovakia
Mediaset España,2023-09-12,53,207.58,debit_card,08:58,United Kingdom
Eiffage,2023-03-01,21,243.61,cash,03:08,Albania
Terna,2023-04-04,8,167.0,cash,23:14,Belarus
Lindt & Sprüngli,2023-01-30,90,70.62,debit_card,18:36,Bulgaria
Reckitt Benckiser,2023-01-02,7,261.11,debit_card,04:35,Belgium
Fortum,2023-08-23,60,108.38,cash,17:31,Italy
Sonae,2023-04-05,66,276.65,debit_card,19:37,Iceland
Banco Comercial Português,2023-08-16,81,33.0,debit_card,02:28,Greece
Airbus,2023-02-25,93,169.15,credit_card,10:17,Germany
Assa Abloy,2023-05-13,76,130.12,cash,03:57,North Macedonia
UCB,2023-02-26,37,128.02,cash,01:54,Denmark
Acerinox,2023-02-09,67,206.14,debit_card,08:15,Croatia
ThyssenKrupp,2023-01-28,44,159.15,debit_card,14:53,Monaco
EDF,2023-07-28,27,274.93,credit_card,11:55,Cyprus
ThyssenKrupp,2023-04-21,76,119.85,debit_card,09:28,Ireland
Enagas,2023-05-13,50,289.44,debit_card,15:40,Italy
Bekaert,2023-12-12,97,24.42,cash,21:56,Vatican City
Coca-Cola European Partners,2023-06-08,65,119.35,debit_card,14:24,Romania
Prudential,2023-04-04,18,272.02,cash,06:16,Latvia
ABB,2023-04-30,99,114.12,credit_card,12:34,Hungary
Sacyr,2023-02-25,83,27.73,credit_card,10:50,Finland
Bord na Móna,2023-04-19,69,147.33,debit_card,18:33,Iceland
Talgo,2023-02-07,60,120.19,cash,01:51,Ireland
Rolls-Royce Holdings,2023-04-04,97,208.12,cash,17:51,Croatia
RELX,2023-08-28,10,269.59,credit_card,10:31,Moldova
Mapfre,2023-03-04,4,294.35,credit_card,05:31,Spain
Phoenix Group Holdings,2023-04-22,99,209.55,cash,19:39,Andorra
Royal BAM Group,2023-03-24,61,21.77,credit_card,02:20,Denmark
Next plc,2023-02-22,56,33.47,credit_card,21:50,Latvia
Lloyds Banking Group,2023-02-22,20,72.87,credit_card,06:55,Kosovo
Hammerson,2023-04-13,76,117.56,debit_card,10:11,Slovenia
Novartis,2023-08-03,80,268.73,cash,23:24,Slovenia
Land Securities,2023-10-08,52,95.66,cash,13:15,Bulgaria
National Grid plc,2023-09-19,53,199.63,cash,23:52,Bosnia and Herzegovina
Amadeus IT Group,2023-03-25,14,193.85,debit_card,21:26,Italy
Demant,2023-07-15,90,272.27,cash,08:08,Belarus
Inditex,2023-11-01,21,65.28,credit_card,09:02,North Macedonia
Royal BAM Group,2023-12-13,39,111.64,cash,23:17,Serbia
Aena,2023-10-22,53,127.06,cash,16:31,Albania
Ageas,2023-03-16,37,254.88,credit_card,12:01,Moldova
K+S AG,2023-09-20,85,117.18,cash,18:05,Sweden
Vienna Insurance Group,2023-11-12,14,272.96,credit_card,06:49,Monaco
Arcadis,2023-01-16,73,233.36,cash,05:45,Finland
Segro,2023-11-17,55,296.07,debit_card,06:46,Vatican City
Great Portland Estates,2023-06-18,24,68.91,debit_card,13:46,Monaco
Safran,2023-08-31,36,168.69,credit_card,08:10,Finland
Phoenix Group,2023-10-14,86,83.3,cash,03:28,Greece
Johnson Matthey,2023-08-09,98,174.14,debit_card,12:25,Hungary
Roche,2023-10-02,18,97.94,cash,00:44,Luxembourg
Zalando,2023-05-01,1,134.41,cash,10:53,Spain
Adecco Group,2023-04-23,31,201.17,debit_card,12:04,Belgium
Assicurazioni Generali,2023-12-16,66,123.62,debit_card,13:18,Sweden
Iberdrola,2023-01-14,64,183.64,credit_card,19:33,Slovakia
Land Securities,2023-12-27,13,219.41,cash,00:09,Spain
Relx Group,2023-08-14,78,286.64,debit_card,20:46,Hungary
RSA Insurance Group,2023-06-06,59,208.38,credit_card,06:23,Ireland
Intertek Group,2023-11-09,61,223.49,cash,06:34,Luxembourg
Aena,2023-02-07,57,198.49,credit_card,22:33,Latvia
Rolls-Royce Holdings,2023-04-20,47,256.35,debit_card,20:44,Italy
GlaxoSmithKline,2023-09-30,66,266.37,debit_card,17:10,Ukraine
Amundi,2023-02-02,97,111.43,debit_card,06:30,Andorra
Legal & General,2023-11-15,95,39.32,credit_card,02:35,Latvia
Altice Europe,2023-10-11,35,290.69,debit_card,05:20,Bulgaria
JD Wetherspoon,2023-04-02,66,161.8,debit_card,09:33,Denmark
Flutter Entertainment,2023-12-26,45,102.46,cash,07:27,North Macedonia
Persimmon plc,2023-04-07,71,158.39,credit_card,00:03,San Marino
Argenta,2023-09-24,36,147.22,credit_card,16:11,Albania
Severn Trent,2023-10-01,35,292.45,debit_card,18:07,Latvia
Persimmon plc,2023-11-22,84,206.31,cash,11:24,San Marino
National Grid,2023-04-13,28,241.82,cash,19:55,Portugal
Morrison Supermarkets,2023-10-13,35,191.73,credit_card,02:44,San Marino
Morrison Supermarkets,2023-04-24,34,110.13,cash,23:26,Bosnia and Herzegovina
Ballast Nedam,2023-09-12,96,36.99,debit_card,00:52,United Kingdom
Land Securities,2023-10-07,6,201.54,debit_card,06:35,Greece
Vodafone Group,2023-12-06,33,291.23,debit_card,00:58,San Marino
Standard Chartered,2023-08-16,4,119.42,cash,10:46,Malta
Van Oord,2023-06-02,95,118.35,debit_card,04:55,Belarus
MAN SE,2023-10-16,98,204.06,cash,01:01,Cyprus
Derwent London,2023-02-05,82,154.17,credit_card,19:59,Malta
Kerry Group,2023-10-03,36,107.14,debit_card,11:38,Andorra
Fresnillo,2023-04-16,80,101.19,debit_card,10:02,Croatia
SSE plc,2023-07-01,51,95.85,cash,09:48,Montenegro
Vodafone,2023-02-06,68,121.72,debit_card,19:51,Belgium
Galenica,2023-07-12,62,164.37,debit_card,06:17,Latvia
METRO AG,2023-04-01,74,254.46,cash,11:13,Sweden
Land Securities,2023-09-24,100,138.24,credit_card,02:45,Moldova
ITV plc,2023-06-15,86,150.97,cash,15:41,Austria
Ballast Nedam,2023-12-04,66,280.39,debit_card,14:26,Ireland
Adecco Group,2023-12-18,58,217.13,credit_card,01:38,Poland
Recticel,2023-06-16,58,33.07,debit_card,19:05,Luxembourg
Derwent London,2023-06-17,66,166.02,debit_card,05:56,Czech Republic
Amadeus IT Group,2023-02-15,13,184.54,cash,15:23,Slovakia
Vattenfall,2023-11-11,46,162.07,credit_card,18:39,Poland
Strabag,2023-08-07,73,151.88,cash,11:35,Bulgaria
Legal & General,2023-06-12,25,196.6,credit_card,09:18,Ireland
Vienna Insurance Group,2023-01-19,54,121.51,debit_card,00:20,Croatia
Nestlé,2023-02-17,40,70.7,debit_card,02:26,Vatican City
Legrand,2023-04-09,79,286.27,credit_card,22:22,Poland
Henkel,2023-10-19,48,67.78,debit_card,19:55,Netherlands
Unilever,2023-05-02,27,89.43,cash,18:40,Spain
Intesa Sanpaolo,2023-07-08,94,40.39,cash,19:09,Ireland
London Stock Exchange Group,2023-09-27,87,60.39,debit_card,20:54,Vatican City
Banco Comercial Português,2023-07-25,74,76.98,debit_card,08:36,Austria
Adecco Group,2023-05-16,29,129.59,credit_card,20:23,Netherlands
Heineken,2023-12-11,80,42.0,cash,15:06,Albania
Johnson Matthey,2023-08-12,92,22.15,cash,16:05,Romania
Prudential,2023-09-20,1,54.79,debit_card,05:40,Finland
Derwent London,2023-01-02,8,126.88,debit_card,07:03,Latvia
Hammerson,2023-01-29,13,171.27,credit_card,08:44,Finland
Sage Group,2023-10-01,14,72.27,debit_card,20:44,Hungary
William Hill,2023-08-14,23,20.64,debit_card,22:34,Ukraine
Maersk,2023-06-02,60,247.85,credit_card,01:50,North Macedonia
Atlas Copco,2023-07-29,1,125.13,credit_card,08:57,Denmark
UniCredit,2023-06-23,90,273.33,cash,01:17,Bosnia and Herzegovina
UniCredit,2023-03-27,18,295.45,debit_card,06:34,Vatican City
Nestlé,2023-07-16,27,83.06,debit_card,09:28,Serbia
KBC Group,2023-06-30,49,97.89,debit_card,08:26,Belarus
Securitas AB,2023-11-15,29,134.13,cash,10:12,Serbia
Coca-Cola HBC,2023-02-08,46,131.79,credit_card,02:06,Netherlands
DNB ASA,2023-04-01,36,161.68,cash,11:25,San Marino
Barclays,2023-11-22,89,40.03,credit_card,09:32,Albania
Admiral Group,2023-09-10,91,277.53,credit_card,23:23,Italy
ThyssenKrupp,2023-06-26,4,198.05,credit_card,18:12,Spain
Safran,2023-03-16,7,140.17,debit_card,06:38,Hungary
Burberry,2023-09-18,59,34.57,debit_card,01:44,Portugal
Telecom Italia,2023-07-01,51,284.37,credit_card,19:28,Bosnia and Herzegovina
Vestas,2023-07-16,85,250.01,credit_card,05:39,Switzerland
Equinor,2023-10-31,40,126.42,credit_card,15:50,Germany
Tesco,2023-03-26,16,127.68,debit_card,08:03,Ukraine
Segro,2023-02-01,57,98.75,cash,04:43,Greece
Roche,2023-12-03,42,241.18,credit_card,11:46,Belgium
Kingfisher plc,2023-07-17,79,214.91,debit_card,12:14,Belarus
Mitchells & Butlers,2023-12-30,54,88.05,cash,18:38,Albania
Galp Energia,2023-08-11,83,15.47,credit_card,14:20,Bosnia and Herzegovina
Geberit,2023-09-09,55,123.54,debit_card,20:17,Poland
HSBC Holdings,2023-06-15,34,252.06,debit_card,03:02,Cyprus
Suez,2023-03-16,14,185.83,debit_card,11:15,Slovakia
Lonza Group,2023-12-06,75,267.98,credit_card,18:03,France
